userName,score,content
Faraa Siti,1,Aplikasi tidak bisa di download
Freak Joker,3,Saya sudah membayar vip untuk 1 bulan kenapa vip tidak aktif Bagaimana ini Saya cukup kecewa dengan hal ini
CONESSA EDRA,4,Karena menyenakan
Herman Basri,1,Subtitle.a mlh gk konsisten.. kita pke bhsa indo.. mlh berubh ke inggris. Giliran du ubh gk bisa.. kok jelek bget ya
Olivia Zy,4,"Aku suka nonton drama di wetv, tpi skarang aku bingung knapa tulisan nya bahasa mereka, biasa nya indonesia, udah ku coba cari biar bisa jadi tlisan indo tetap gak nemu, harus di gabungin ke tv baru bisa indo"
Renna Nursya,1,Kenapa makin kesini gaa ada translit bahasa ind nya
Ojicm Ojie,4,"Kenapa sih sub indonesianya kadang ada kadang ngga, kan saya jd pusing nontonnya kalau GX ada sub indo nya"
midrus edu,5,Mantab menu ini di indonesia🇮🇩
Zainal,1,Bahasa indo nya sering ilang ilang
Siti Nurmila,5,Haii minnn
David Wahyudi,5,"Sudah 4bulan lebih berlangganan VIP tidak ada masalah dan puas dengan aplikasi ini tapi baru- baru ini ada masalah translate Indonesia tiba-tiba tidak muncul,bahkan telah mencoba episode sebelumnya yang seharusnya ada translate Indonesia tapi tiba-tiba sudah tidak tersedia, sepertinya ada bug/memang sudah tidak support translate Indonesia?? please fix it so that this month you don't stop subscribing to VIP!!!"
M4m D Wolford,3,HALO KENAPA YAH WETV SAYA GA BISA DI BUKA KATANYA JARINGAN TIDAK STABIL TAPI DISINI MASIH AMAN TAPI TETEP GA BISA NONTON VIDIO JADI GIMANA NIH CARANYA UDAH 1 MINGGU GA BISA NONTON VIDIO
Uswatun Chasanah,5,Bagus
Meina Nirwanti,3,Subtitlenya kok malah ngilang ya..
Yustus Tofeto,5,Kereñ
ardy winata,1,"Padahal w dah langganan dan bayar vip lewat dana kenapa ga bisa akses,"
Ochie Listiana,1,Aplikasi burik jangan dowload
History Website,5,Teksnya ga muncul Tolong donk di perbaiki
Adi Salman,5,😑😑
Leo Steven,3,knp sekarang subtitle indonesia nya gk ad ya?
Dini Andriyani,1,Ka knpa iyah subtitle bahasa indonesianya gak muncul2
ANGEL VILONA,4,"Mengapa subtitle Indonesia tiba""menghilang pas aku menonton dramanya, jd saya tidak tau apa artinya drama yg saya nonton Extraordinary you mohon y kak"
danik pamungkasari,4,Tolong subtitle nya jgn pelit... Udah langganan juga masih aja subtitle nya ilang😖😖
Nanditha Tata,5,"Bagus, saya suka💗"
Nur Sipa,5,ᴛʜᴇ ʙᴇsᴛ
Dela Nurasfia,3,VIP kabeh sih😒
dahlia dewi,5,👍🙂
Heru Kuswara,1,Mengapa ya tiap nonton film di perangkat tv di sekitar menit ke 10 langsung error. Malahan muncul iklan seabrek..
Linda Lestari,3,Kurang puas
Fatimah Sa'Baniya,5,Mayan
Sa Fitri,5,Suka ma apklsi nya bagus dan lengkap drama casual nya..semoga di lengkapin lagi apklsi nya lagi makin suka saya 🥰🥰🥰🥰🥰
Exy Yofita,4,"Kak tolong dong subtitlenya dimunculkan cepet seperti dulu kayaknya fast banget deh dulu meski pun film baru, saya udah berlangganan juga Lo kak biar bisa nonton film favorit. Makasih tolong ya kak"
Hendi I,3,kenapa punya saya gk ada sub title nya sih kn gk seru... gk bisa di mengerti kata katanya
Rika Resita Apriliani,3,Kog tidak ada subtitle nyaa di apk wetv? Apakah apk wetv lagi bermasalah?
Carla do.a Areta,5,Sukses selslu
Agnia Putri11,3,Saat mendownload video suka lama pdahal jaringan bagus..pke WiFi lagi..tapi maksih film nya oke² semua..semoga bisa lebih baik kedepan nya
Reny Saraswati,1,Subtitle kenapa bs hilang sndri... ?dan kenapa kmrn q liat bnyak updatean drama Mandarin smpe episode trkhir.. Tp knp skrg mau nonton lg kok VIP mulu... G da updatan sma skali pernah episodenya.. Gmn ni?
Achmad Fauzan,1,Saya sudah uninstall kenapa otomatis pulsa saya kepotong seharusnya saya sudah berhenti berlangganan saya merasa di rugikan karena filmnya kurang bagus semua hanya beberapa film yg saya ingin tonton
Nur Chasanah,1,"Mending mikir"" dl kalo mau download. Rugi deh pokoknya kalo trs""an nonton disini."
Diah Purnamasari,5,Terimakasih subtitle sudah muncul
puspita wulandari,3,Kenapa sub title nya hilang kaa.. Saya sudah langganan VIP judul cinta yg kau beri. Mau lihat eps terbaru malah gada subtitle semua.. Pdhal itu drama cina 🥺
Nadia Regita,5,Bagus
Afifatuz Zahro,5,Mmaaaaaa
Dwi Lestari,1,Mau daftar vip pdhl email sma sndi sudh benar tp susah betul..........gagal trs.!MENYEBALKAN
aidafitriya,4,Ini subtitle nya kok ngk ada ya
ARIS RILADI,3,Kok VIP sekarang ga bisa pake rupiah??
Kedai Kopi,5,Suka
Spider Mine,1,buruk
fitria wulansari,1,Knp wetv saya flm nya berubh g bhs indonesia
Lifi02 Lififatmawati,5,bagus banget
christian w88,4,Tolong untuk di beri filem2 baru untuk drama mandarin dan koreanya dong kak Rugi kan kalau langanan gk ada yang baru
zebua anugerah,1,"Aplikasi gak jelas aku berlangganan Uda lama jadi member VIP sekarang malah gak ada subtitle nya khusus donghua² seperti btth,soul Land,perfect world.untuk bagian episodenya"
Desi Ariska,5,Banyak film-film bagus terbaru maupun lama tidak tampil di WETV
Iam Yvey,5,Biarpun VIP harus berlanganan tapi aku suka pokoknya keren bangan .... Tapi tolong tambahin lagi yang Blum ada
Adrian Runako,1,Teks nya gak ada..klo mau berlangganan eror mulu...males bgt..udah donwlod malah gak ada subtille indo nya...
Yasri Nur Bakhtiar,1,"pulsa sudah terpotong tapi nomor hp tdk jadi akun vip, Anda sukses membeli Image Future Investment (HK) Limited - WeTV VIP Monthly Subscription (WeTV: Asian - Local Drama) di Google Play harga Rp. 48917.70 (termasuk PPN&biaya jasa)Tarif data berlaku normal.CS:188"
Shulhan Abdul Hadi,5,Mantapp
Dianingsih Dian,4,"Aplikasinya bagus, sudah lama nonton wetv, tapi knp skrng gak muncul subtitle bhs indonesia nya ya?"
Nisrina Ramadhani,4,Ruryt to download lagu rohani Kristen terbaru bumi penuh Dengan keanehan yang terjadi pada saat
Ziqa Laili Nedyla (357),1,"wetv tolong kembalikan uang saya. saya tidak pernah menyetujui perpanjangan otomatis.uang itu saya butuhkan untuk membeli makan besok, bagaimana saya mau makan jika tidaknada uang."
Hasan Halim,3,Habis update kok bahasa Indonesia hilang....?
Elyy G.,4,kemrenn
MUHAMAD WILDAN,1,aplikasi kagak jelas sumpah gw mau berlangganan pake dana malah gagal trus gk jelas aplikasi lu boss
Jauhari Gunawan,4,Good
Hermawati Tunggilis,5,Bagus
Hanum intan Ramadhani,1,"ga asik bgt, apa coba pake VIP"" segala"
Saya Ytzaa,5,"Semoga aplikasi nya bagus, agar berjalan dgn mulus, tp sy ga mau VIP soal ny mahal, sekian dan terimakasih"
fajri fazriah,1,TIDAK BISA DI INSTALL ???????????
Adhe Wijaya kusuma Adhe,5,Mantap
Suwarli azis,2,"Bikin kesel, harus bayar dulu baru bisa nonton 😢"
Muhammad fatih pramono,5,Sangat luar biasa👍🏻
Imma Anto,1,Kenapa subtitle nya gak ada tolong di perbaiki lah percuma jadi vip klu kaya gitu
Fadil Adiansyah,5,Mohon maaf ya saya udah dawlot tapi kaga ada video yang aneh aneh ya tolong di perbaiki lagi aplikasi ini ada sih yg video yang aneh aneh ya cuma yg cewe ya tidak telanjang banget yg di buka cuman baju SMA celananya yang lain kaga ke buka misalnya nih baju celana celana dalam SMA BH itu doang yang kaga ada tolong di perbaiki lagi y dan kalo udah di perbaiki semua video yg terlarang di seposor ya kan enak kalo semua ya terlihat jadi bisa deh Ke tonton Sam bunyi ohoh ya
Ribka Joseline,1,"Males nonton di sini, gw mau nonton the love you give me part 6 nya malah di suruh jadi vip"
lala aaa,1,Kenapa tidak keluar terjemahan bahasa Indonesia?????
Ellen Fransisca,1,"Sekarang wetv udah nggk ada tesk Indonesia nya gimana mau nonton lagi saya, udh langganan pula saya"
Wahyu Yani,4,Kak maaf kok terjemahan indonesia nya masih jarang ya kak Tolong dong kak
Intan,2,"Bagus, cuma drama till the end of the moon nya gda atau apk nya Masi kurang lengkap.. Bisa dilengkapin lagi untuk drama² nya terutama kan till the end of the moon lagi rame²nya nih banyk ni pasti orang yg download apk ini trus quit/uninstal cuma karna cerita yg dia mau gda.. Banyk drama yg cuma bisa diputar klo VIP itu jga mengurangi reting sebenarnya"
Yani Kwa080,5,Ini kenapa ya kok terjemahannya gak ada.. Bahasa Indonesia nya
ALDY SANS,5,Mudah murah nyaman cuma di we tv
Rahma Siti Azahra,5,Keren
Anggun Nuraini,2,Menurut saya ini masih kurang sempurna karna selalu berlangganan atau memiliki vip jadi saya tidak bisa menonton sampai selesai mohon sarannya 🙏
MIKAEL Mikael,5,Aku suka apk nya tapi dia VIP dan gambar videonya dan teks ny besar kali moga ke depan nya nanti lebih bagus gak VIP ada yang VIP ada yang gak VIP semoga berkembang ya apk nya aku dukung kalian semangat ya 😇🙏
Devi Arianti,5,good
Prispriyanto,5,"terimakasih vip wetv saya sudah bisa buat hp dan tv samsung saya , terimakasih"
Sulaiman Brutu,5,Saya suka
Samsung Galaxy,1,Isssssss
handayani pipit,2,"vip semua, giliran ada yg gratis baru nonton berapa eposode langsg berubah jdi VIP, kalau film yg jarang kita tonton, pasti ga VIP....., setiap mau beli paket selali bilangnya kesalahn jaringan jdi males, ga kayak aplikasi sebelah"
MarfelFena MarFen,5,"Suka banget sama wetv karna tayangan nya banyak dan lengkap..dan gak kayak di sebelah semua Vidio di vip in terus harga nya mahal pulak , di wetv murah klo mau langganan dan untuk layar juga keren full serta fitur lainnya..dan operator nya juga cepet tanggap.Ayo buruan download wetv."
Ainur Risma,5,Bagus
Muzaidin123 Muzaidin,2,Coba dulu
Tri Lastini,5,Appk nya bagus banget gua nonton film Dunia roh sampe ketagihan
Redita Ninggsih,3,"Kenapa iya sekarang tiba"" subtitlenya gak ada apa cuma di hp aku aja??"
Ningrum Boja,5,"Full good,is the best to download"
Daud Fajarulloh,1,"Kurang memuaskan film kebanyakan jadul tempo dulu,"
syofwa ashari,4,"Knpa saya ketika nonton hp cepat kali panas,padahal cuman 1 episode ?"
Akhila Ksp,3,Hmm banyak il Klan nya
Ria Ayu Prihatinda,1,"Mau langganan vip tapi mau bayar kesulitan karna otomatis nyambung ke email yang udah ga kepakek dan lupa sandi, bolak balik ganti akun ga bisa juga"
Ahmad Nur Faozyi,1,Aplikasi ga jelas katanya harus berlangganan tapi pas mau berlangganan malah eror terus udah dicoba berkali² dengan menggunakan semua metode payment yg ada ttep aja eror ga jelas ini aplikasi. Buruk sekali. Mau menghubungi CS nya pun gada. Aplikasi Ga Jls.
Tifani Fani,5,Sangant baik
OPRI,1,"kok kelamaan buffering nya , udah kualitasnya burem , haduhh tlg di perbaiki lagi"
Riang Jati Sukma,3,Saya ingin berlangganan selalu di tolak
gita dee,3,Subtitle nya kok ga ada ???
Epik Suryanto,5,alhamdulillah semoga kedepannya selalu sukses dan di permudah kan segala urusan nya
Raa Nanz,5,Donlod ini cma gr gr mau liat the love you give me
Muhammad Khairullutfi,4,Yg download we tv cuman buat nonton souland 🗿
bilala pebby,2,kren
Bintang azka zhafira Zhafira,5,Bagus banget parah
Elahbeauty storefashion,3,Hari ini ko sub indo nya menghilang
Imoem Rosadi,5,Ok
Aov Global,5,"Lebih baik dari pada iqiyi, di iqiyi apa apa harus vip"
Yuni At,3,"Ga seru kenapa weTv saya ceket"" kaya kaset rusak nanti kembali lg ke awal jd ga menikmati filmnya padahal dh langganan kecewa bangat, tolongdong ini gimana ya?"
Bening DM Hasyim,4,Baguss..
Nita Pasaribu,1,Kenap y saya gk bisa berlanggan vip Padahal saya pengguna baru Tolong bantu dong Banyak drama yang pengn saya tonton Saya kasi 1bintang karna saya gk bisa join vip
Adi Vosoul,1,Dengan penuh semangat aku download trs lanjut beli pulsa..dan apa yg terjadi buat daftar aja udah ribet..giliran dah jadi mau beli VIP jg ribet padahal pulsa lebih dari mencukupi tp ditolak..maunya gimana?kami jg bayar lo bukan mau nyari grtisan kok dipersulit??
Welly Nurfitri,4,Sangat membantu untuk menonton drama disaat bosan
Yahya Nur,5,sangat memuaskan
deny setyawan,1,Langsung bintang 1. Lebih lama nonton iklan dari fideonya
Desi Widianingsih,5,Bagus
lielie djaya,1,We tv tolong ya saya udah tutup aplikasi we tv jangan di tagih2 lg dong di gopay saya tiap hari pemberita tahu di gojek saya sebesar rp 43290 nonton vip di batasin
Xyborx Xyborx,1,Vip serasa ga vip lawak
Julianti Siregar,1,Kok susah kali di instalnya
Embun Pagi,2,hadeh sekalian aja semua video nya VIP biar sepi yang download ni aplikasi di tempat lain gratis ini VIP sendiri 🙅👎😒
Hey Tayo,3,Subtitle nya terlalu gede bisa gk agak di kecilin jgan terlalu gede kaya gtu
Helmii,1,One piece episode nya gak lengkap
Arvino Vino,1,Bagus tp ada vip
Heri K SinAga,4,Subtitle nya tidak ada boss
Risma Aini,1,ah bosen
Gede Putu01,1,"Kebanyakan iklan gak bisa di skip pula, skip apk nya aj lah"
Ibu Saadah,5,sangat bagus
Edhy Ed,1,"We Tv skrg dikit2 filmnya yg bagus episodenya di VIP kan, padahal lgi seru dan bagus nya nonton. Terus mau daftar langganan utk VIP dan bulanan harga 7000, tapi nanti seterusnya dikenakan lgi bulan berikutnya 35 ribu. Apa bedanya atau sama dgn nonton memakai Indihome, tv prabayar programnya. Yg kira2 aja dong klo ngasih harga utk langganan nya. Justru anda bikin atau buat apk ini kan utk mempermudah org nonton dan menghibur serta dipakai apk nya. Yg wajar saja, dan jgn mahal2. Klo bisa umum grat"
zahra Risma,5,wtv yg terhormat knpa terjemahan bahasa Indonesia nya hilang min
Kontolfaris Fariskontol,1,Gakjelass gabisa bikin akun kode nya gamasuk masuk
Yayu Toriah,3,"Trs , Emk .9,"
Noor Halimah,2,"Apalikasinya sedikit mengecewakan, pas lagi menonton aplikasinya bisa keluar sendiri dan juga kadang-kadang suka ngebug"
Mila Seven,5,Hai kak Saya Kasih Bintang 5 Karena Saya Suka Banget Sama WeTV Keinginan saya cuman 1 Tolong Adain Berlangganan Vip WeTV Di Axisnet Please Saya Sebagai Pengguna Axis Pengen di Sediain Juga biar Mudah Membelinya...Tolong ya Kak🙏🏻😭
Dewi mini Susanti,5,Sangat menarik
Harta Chan,5,Aku req kalian harus nonton memori 1998 lucu banget
Eki Dini,4,Ini mbayar apa ngk ya 😄
AaY Yyoe,1,waktu itu langganan 3 bulan bisa .. skrg mau langganan lagi gak bisa ?? gmna caranya??
FIONA PUTRI,1,Apk gk bisa di instal buatlah yg lite
Suhem 1,5,Aplikasi wtv sangat bagus sekalih memudahkan menonton apa saja
XEN 01,3,"Admin wetv saya ingin bertanya, perbedaan berlanganan wetv dan VIP apa ya? Atau sama saja? Terimakasih"
pasyah geming,5,"Hay kak mau nanya dong wetv tu Ap favorit Aq low..tp knp ea skrng ini banyak film pendek kolosal China GK bisa di buka..tolong dong bantuin..udah nonton separuh lagi seru""nya eh kelanjutannya GK bisa dibuka..gimana dong..pliasse tolooooong"
Revina Letisia,5,Bagus banget
lilik hadi,1,"Sudah ditarik dana dari 21 april tapi vip ga bisa dipakai,mengecewakan"
Muhamad Riki,1,Terlalu buruk
April Albarokah,5,Enak benar semua eposode ngak pernah ketingalan dan ngak ada iklat enak kalo nonton pokok nya ini harus dowlod .....
Asa Via,5,"Buat nonton drachin,mendukung bgtt👍"
Buzzzy Buxnsszero,1,VIP kebanyakan mls bgt
Mr K,5,sangat bagus
Ahmad Nurwahyudi,5,Mimi Tejo baguss
Putri Af,2,Gabisa di download
newbie,3,"Keseluruhan not bad lah, Cuma saya masih heran sama member bulanan ya, 39k / bulan + pajak 43k lewat Telkomsel jadi 49k wkwkkw Hal yg tak terduga 7k juga mayan tuh wkwkkw"
Rendy Slayer,5,baik aplukasinya mantap
Febrinia Amita,5,"Tayangin ""Bed friend"" plis dan kl bs ada drama turki jg, unk drakor lebih dilengkapi lagi ya krn banyak drakor bagus yg g tayang di wetv"
Kila agustiani,5,Bgus
Muthia Afifah,4,Bagus
C.P. Handuran,5,Mantap.. suka sekali
Fajar Tony,5,Cerita realita kehidupan nyata
Syamsiar Shmh,5,Bagus banget
Musdalifah Manis,5,Best
Astri Safitri,5,Bgss bgttttttttttt cookk ngelag nyaaaa
Andi Erari,5,Apk Nya Bagus Tapi Karna VIP Nya Gua Kadang Lanjut Di YouTube 🥺
Erlangga Sapudra,5,I like aplikasi ini😍
aslina aslina,1,Saya sudah bayar utk jadi vip tapi knpa tdk bisa nonton yg vip nya
Azkia Syafitri,5,Aplikasi nya bagus banget
Ummu Daffa,5,Bagus banget aplikasi ini bisa nonton drama terus terusan
Yondri Lewario,5,Im gutt foforitt
Usman Raliby,1,Episode 111 kenapa bahasa mandarin dah ..? Payah
Haries Supriatna,5,ok
Purwanto Wanto,1,Aku dah belanganan 3 bulan tapi apk kehapus bru sebulan eh masuk lagi vip sudah kadaluarsa harus beli lagi
tika Tika,3,Bnyak iklannya ya kak
Tedi Herdiyansah (Mas ganteng),1,Dikira gratisan malah bayar
Meykel pinatik,1,Apk apa ini penipuan ya. Lagi nonton trus mati. Katanya harus berlanganan anjir. Trus yang gw download pake data bapak kau. Penipu..
Maliha Rizqiyani,1,Tolong lahhh wetv masaa tetiba dana say kepotong 43k pdhal vip ku baru bbrapa hari dan udh ku bayar pas pertama beli kok ini mlah kepotong lagi gmna sihh😒
sasmita niode,5,bagus
Anastasia Ivony,5,Aplikasi sangat bagus sekali
Ranjidt Koto,2,"Anime terlaris seperti martial master ,wu dong Qiankun dan battle through heaven malah agak ada🤔"
Ratu Fraisa,5,Kereen
Dila Ulani,1,Bintang aku kasih satu Karna gk bisa dibuka abis di Download
Purwati Sipur,1,"Tertipu untuk yang kesekian kalinya, dikeluhkan juga percuma karena yang jawab sistem..."
kirania steell (qq),1,banyak iklan
Dog & Cat Treatment,1,"Aplikasi pemakan uang ..kayag kita berhutang setiap bulan di potong seenak nya !!! Jangan download ,,sudah sy batalkan tapi masih di potong"
Ahmadiwan Iwan,1,Bagus
Okta Ian,1,Kok di cut si btth nya?
SUNDAWA YURISTIYAN,1,Bikin males nonton lagi gara2 salah satu series nya di cut scene seenaknya
Salsa Salsabilla,4,sangat membantu
Farah,3,"kurang suka film nya, hampir semua isi nya tentang kerajaan"
sendy fatimah,1,ribett
Ik Yuliastuti,1,Belum 1 bulan berlangganan sudah diputus
Juraidah 01,3,suka sih nonton disini.udh mau beli vip. tapi gk jadi gara² subtitlenya gk lengkap. jadi susah mau memahami. itu sih masalahnya
Andi Balaraja,5,Sangat wow 🗿
Dimas Fajar,2,"Update lambat, padahal VIP tapi situs ilegal malah lebih cepet dan gampang. Ini yg udah dibayar malah lelet updatenya. Nunggu ada sub harus 24 jam. Sedangkan situs ilegal udah keluar langsung pakek subtitle"
Apri Yanto,1,"Saya download kok gk bisa bisa gmn ni,pdahl kwota Mash full,"
Vicki Mardyansyah,5,Silahkan Mampir di YT @OmWibuOW
Hafiz Dilla5060,5,Mantap
Mama Zahra,1,Br tanggal 20 bayar vip.masa sekarang dibilang udah abis vip... kecewa
bayu suwikan,3,Agak gimana ya?
Era Parinding,1,Saya tidak bisa menginstal aplikasi
Hanifah Fatimah,5,Bagusss we
Imran Duwila,5,Aku suka banget nonton we tv bisa menghibur hati bagus bagus lagi filmnya
Jabul Jabul,5,Nice sih. Fast download. Pertahanin miminn
Diyah Mz,5,Seru
Riyanti Kotten,5,Bagus film nya
Rizky Munginudin,1,Kebanyakan iklannya
Reina Nurmailis,5,Sayangnya harus VIP.dan harganya lumayan mahal.padahal donghua cuman 4 episode 1 bulan
My Dear,4,Filem dewas sa
pura sempurna,5,Mantul
Abd Rahem,4,Banyak iklan nya banyak yang VIP tapi seru kok
Bambang Harianto,5,Bagus banget WETV semua flm yang kucari ada di WETV
Fitria Gianto,2,Kenapa kok buat VIP. Pas tf pakai dana selalu gagal
KENZIE GAMING,1,Apalah ini saya langganan pakai email.. Gilirn di unistal dimasukin lagi keemail yg sama kok malah hilang langganannya suruh langganan lagi... Makin lama makin buruk mana jaringn stabil kok mitwr2 trs
Dimaz Eprilyo,2,Karena kebanyakan byr
Angginta gien Mahendra,5,Karena bagus'
Putera sandera Sanderah,2,Coba coba
Rhaniefithria 20,1,Kebanyakan iklan totonanan nyaa kebanyakan iklan!!! Bukan nonton film tapi nontonin iklan 👺
Anissa Mahzuna,2,"font subtitle nya terlalu gede, hampir nutupin frame jadi ga nyaman aku nontonnya. tolong buatin opsi/pilihan biar bisa ngatur sendiri besar/kecilnya font yg diinginkan."
Maria Supit,5,我喜欢它。谢谢你做这个
sbongkol,1,Bagaimana cara hapus langganan. Terima kasih
Nurul Qomaria,5,Wow
eriesta yogi,4,"Gak tau kenapa klo buka aplikasi ini slalu susah entah lemot,atw kluar lagi ke menu awal pdahal buka ytub aman2 aja pke wifi atwpun kuota jga ttp sama😔"
Muhammad Agung,4,Tolong dong WeTv berbaiki lagi saya tidak nyaman dengan mekanik nya saya coba cari anime yang saya suka malah gada malah yang anime episode yg lalu apa gada rilisnya apa.tolong dong kasih yg lebih baik lagi Aku kasih 4 bintang ya...
Luke Gusty,5,Film filmnya seru menarik menegangkan
khayun,5,Bulum pernah pakai.
Candra Yanuar,3,Kenapa ketika berlangganan lagi kok selalu ditolak lewat gopay?
Kanaro Ken,2,Video sudah di download tapi masih ada iklan. Saya benar benar kecewa😞
Ahmad Masduki,1,bgus
Nob Gaming,5,Buat serial wu dong alias Lin dong ada in lgi donk mau nonton wetv yeah plis
Kompyang Parniti,5,Kenapa harus bayar lagi kan bisa potongan paket
Rika Dayana,2,Cara mutus langganan VIP gimana ya
Heri Latif,5,Lumayan murah vipny
Edward Giovanni,4,Bagus cuma aku udah beli vip tapi beberapa donghua nya malah upload yang gak vip
Ais. Naaa,4,💓💓
Dedeepoh Channel,4,Aku mau daftar VIP kok ga bisa yah. Gimana caranya sih. Malah bolak balik masukin sandi email terus
Allisya Shafa Zafira,5,beberapa ada yang VIP (berbayar)
LUTHFIL HADI,4,Lumayan
Akun Darno,5,"sangat bagus,filmnya,dramanya"
Anggita Nurul Fauziyah,4,"Hallo kak, aku pingen ada film backstreet rookie di wetv kak, coba tambahin filmnya."
Clovish RA,1,Subtitle tidak sinkron pada saat pemutaran
Anggi Prasetio,1,"Asu we tv ,,, syaa sdah 2 kali d potong berlangganan ,,,, babiiiiii"
Frans Bria,3,Kok ngk bisa masuk.vip ya
Ika Nayla,5,kenapa saya kalau beli VIP hilang terus kadang gak bisa dibuka VIP padahal saya baru beli
Lika Tauru's,5,Bgus
ecl iwan,1,"Kebanyakan iklan, aku kira vip itu cuma untuk buka iklan aja. terlalu miskin aplikasi nya, harus ngeiklanbterus sampai 1/3 iklan mengerikan. download wetv buat nonton film bukan iklan, udah gitu iklan keluar terus.. memalukan aplikasi youtub aja iklan ga segitu banyak nya... Disney+ star aja buka vip untuk nonton film yng berbayar, ga pake vip juga bisa nonton.. ini di wetv cuma iklan, depolover nya miskin cari uang dari iklan di skip ga bisa, sekali muncul 3 kadang 2, ga pernah 1."
Ochie Yusril,3,"Ka kenapa ya aplikasinya ga bisa di instal?.Padahal memori saya ga penuh tapi tetep ga bisa di instal.Saya udah berkali-kali buat nyoba nge instal lagi aplikasinya tapi tetep ga bisa,kira kira kenapa ya?.tolong kasih penjelasan dong,takutnya hp saya yg bermasalah"
DaffaZhaf,1,"Aplikasi aneh padahal dah berhenti langganan tapi malah masih ketarik saldonya mana VIPnya gk lanjut lagi, buruk banget managemennya"
Imas Ronggeng,5,I like it👍
Danica Maula,5,Apik pool👍👍👍
ilham Ari,1,Kakeab iklann
Kristina Rindong,5,App nya bagus
Alissa Adelailaputri,4,"Pengen wetv ga vip hehe, akunya rada susah buat nonton soalnya"
Nia Zulika,3,"Kak kok gak bisa prabayar dari pulsa padahal pulsa saya cukup loh,saya pakek kartu Axis kok gak bisa,Telkomsel aj gak bisa,mohon kak di bagusin lagi aplikasi nya"
Alvino Farisy,5,Ssngat bagus
Susan Gabriel,5,Sya suka
Siti Aqila,1,WaAwdazz xx xx xx dSseedzzzswS3e#|¢‰3*🙄$🙄*e Zee##a SSD tt d$5tdd di dfftxf
kendi wowor,1,"Dah banyak iklan VIP lagi,emang GK jls nih apk"
Siti Kurnia,3,Kak kenpa aku mau perpanjang gak bisa iya pada pake dana tapi ko gagal terus kenpa iya kak nih
Hana Sani#1,4,Pokoknya Daebak 😘
Rois Bungsu,1,"Teruntuk pihak wetv, kenapa saldo dana saya di ambil tanpa pemberitahuan saya, saya tidak mau memperpanjang lagi"
bang nozzel,1,"Sudah berlangganan VIP, tapi sayang banget tidak sesuai dengan fitur, yang katanya kalau langganan VIP dapat dua episode lebih awal, kecewa serasa kena prank setelah langganan VIP, selanjutnya mungkin tidak akan langganan VIP lgi. Sia sia"
Misbah Asror,5,Kerennn sbisss
Annisa,1,"Mohon info.. Saya sdh berlangganan VIP, tp di akun saya kok blm berubah ya?? Balasan: Sudah saya tulis pesan di IG nya kak. Sampai sekarang akun saya belum VIP."
Monica Sutono Putri,5,Suka bisa nntn ko winwin😘
Maura Airin,4,Bagus dan sangat mudah mendapatkan drama yg kita mau
Ayah Nursal,5,Akulah blez copa marcopolo pipo killev verdokob xvl saja buk mama hector marco vivo int cinema mtv club hulk group
Rudi Chai,1,"Wetv ud jago main bot,siapa mau nonton hrs beli paket..."
Safitri Dahliani,5,"Suka banget apk nya enak kalo translate, wlw cepet tapi dia memang ngikutin gaya bicara, kalo orng ngomng cepet ya dia cepet, yang aku suka dia jelas bngt nerjemahkan nya. Bikin mudeng..."
heru doanks,1,Pulsa kepotong otomatis aplikasi pencuri pulsa udh berhenti masih aja pulsa kepotong
Andrey Yulius,1,Para sekarang dikit2 VIP........unistal aja
Abdul Asep,1,"Malles amat kasih bintang,gueh saranin buat kalian jangan pernah download Apk ini terlalu banyak iklan walaupun kalian udh berlangganan VIP. Mending kalian download Apk sebelah yang lebih memuaskan dari pada Apk ini."
Rismatul Aliyah,1,Semua drama dan film vip
Wahyu Ramadhan,3,"Film nya itu itu aja jarang update film terbaru, percuma VIP satu bulan kalo satu minggu udah bosen dengan film yang itu itu aja apalagi film horornya"
Neng Sunarty,3,Saya udh tf untuk vip tp ko gk bisa y
Mey Shin Lala,5,Suka sama app ini dr masih paketn sharga 15k. Drachinnya up to date banget
Rey ndaa92,1,Sy mau berhenti berlangganan
Alisha Azkadina humaira,4,Kenapa VIP nya gak bisa di hentikan malah langsung main potong saldo aja padahal udah diberhentikan tiba2 saldo masih di ambil nya😓rencana mau gabung VIP ketika ada film yg di sukai aja ini malah tiap bulan saldo di potong padahal udh di non aktif kan sesuai petunjuk
Nur Jaman,5,Oke
redina bruh,1,"WeTV sekarang makin gak jelas, masa histori nonton aku tiba2 hilang Dan jelas² pas aku nonton GK ada VIP sampai episode terakhir, tiba2 pas kembali malah VIP semua, Dulu juga iklan nya paling cuma 1 atau 2, tapi sekarang sampai 4, terlalu banyak iklan. Padahal Masi nonton beberapa menit muncul lagi iklan nya Tolong di perbarui lagiii!!!!!!!"
Hwang Fitri07,5,Daebak💐🌟
Fadly,5,🗿
Meylani Ibrahim,2,"Maaf Sy ngasi bintank 2 dlu yach krn setiap kali sy nonton yg bukan vip, bgt pertengahan udah tegank"" pas mau nonton lg udah vip, padahal wkt pertama nonton udah kebuka semua episodnx. Mohon dimasukin lg donk film the glory yg dibintangin song hye kyo"
